model,theta1_over_pi,theta2_over_pi,N_loc
SSH,0.04938271604938271,0.0,0.039662695147786906
SSH,0.04938271604938271,0.024691358024691357,0.03977041875938531
SSH,0.04938271604938271,0.04938271604938271,0.039914169343758396
SSH,0.04938271604938271,0.07407407407407407,0.040097760247043326
SSH,0.04938271604938271,0.09876543209876543,0.040322840912722174
SSH,0.04938271604938271,0.12345679012345678,0.04058822846956492
SSH,0.04938271604938271,0.14814814814814814,0.040889530635454197
SSH,0.04938271604938271,0.1728395061728395,0.04121911673046702
SSH,0.04938271604938271,0.19753086419753085,0.04156643880459168
SSH,0.04938271604938271,0.2222222222222222,0.041918653451944406
SSH,0.04938271604938271,0.24691358024691357,0.04226145942803013
SSH,0.04938271604938271,0.2716049382716049,0.042580051948827025
SSH,0.04938271604938271,0.2962962962962963,0.04286009893606755
SSH,0.04938271604938271,0.32098765432098764,0.043088660321771666
SSH,0.04938271604938271,0.345679012345679,0.04325499127572027
SSH,0.04938271604938271,0.37037037037037035,0.04335118859123083
SSH,0.04938271604938271,0.3950617283950617,0.043372654089478754
SSH,0.04938271604938271,0.41975308641975306,0.043318359607841486
SSH,0.04938271604938271,0.4444444444444444,0.043190905881376404
SSH,0.04938271604938271,0.4691358024691358,0.04299637370846428
SSH,0.04938271604938271,0.49382716049382713,0.042743971512933826
SSH,0.04938271604938271,0.5185185185185185,0.042445490054955105
SSH,0.04938271604938271,0.5432098765432098,0.04211458392096308
SSH,0.04938271604938271,0.5679012345679012,0.04176591175905002
SSH,0.04938271604938271,0.5925925925925926,0.041414183612564326
SSH,0.04938271604938271,0.6172839506172839,0.041073183146077476
SSH,0.04938271604938271,0.6419753086419753,0.040754851453204
SSH,0.04938271604938271,0.6666666666666666,0.04046853101797438
SSH,0.04938271604938271,0.691358024691358,0.04022046542201333
SSH,0.04938271604938271,0.7160493827160493,0.04001362683550881
SSH,0.04938271604938271,0.7407407407407407,0.03984789976652077
SSH,0.04938271604938271,0.7654320987654321,0.03972059476747668
SSH,0.04938271604938271,0.7901234567901234,0.03962721430469816
SSH,0.04938271604938271,0.8148148148148148,0.03956235864619326
SSH,0.04938271604938271,0.8395061728395061,0.03952064936939137
SSH,0.04938271604938271,0.8641975308641975,0.0394975597455421
SSH,0.04938271604938271,0.8888888888888888,0.039490066242372154
SSH,0.04938271604938271,0.9135802469135802,0.039497063982055866
SSH,0.04938271604938271,0.9382716049382716,0.039519514710244064
SSH,0.04938271604938271,0.9629629629629629,0.039560317081497445
SSH,0.04938271604938271,0.9876543209876543,0.03962390822563813
SSH,0.04938271604938271,1.0123456790123457,0.03971562655204218
SSH,0.04938271604938271,1.037037037037037,0.039840891140365625
SSH,0.04938271604938271,1.0617283950617282,0.04000428158207759
SSH,0.04938271604938271,1.0864197530864197,0.04020862760199306
SSH,0.04938271604938271,1.1111111111111112,0.04045423060302679
SSH,0.04938271604938271,1.1358024691358024,0.04073833063103806
SSH,0.04938271604938271,1.1604938271604937,0.04105489941527497
SSH,0.04938271604938271,1.1851851851851851,0.041394789452134276
SSH,0.04938271604938271,1.2098765432098766,0.04174621411759204
SSH,0.04938271604938271,1.2345679012345678,0.04209548916587278
SSH,0.04938271604938271,1.259259259259259,0.04242794099434552
SSH,0.04938271604938271,1.2839506172839505,0.04272888282543143
SSH,0.04938271604938271,1.308641975308642,0.04298457106619323
SSH,0.04938271604938271,1.3333333333333333,0.04318307273622505
SSH,0.04938271604938271,1.3580246913580245,0.04331499438445441
SSH,0.04938271604938271,1.382716049382716,0.04337403954786724
SSH,0.04938271604938271,1.4074074074074074,0.04335737440109867
SSH,0.04938271604938271,1.4320987654320987,0.04326579031981616
SSH,0.04938271604938271,1.45679012345679,0.0431036588316447
SSH,0.04938271604938271,1.4814814814814814,0.042878680172798715
SSH,0.04938271604938271,1.5061728395061729,0.042601432688223306
SSH,0.04938271604938271,1.5308641975308641,0.042284737905741915
SSH,0.04938271604938271,1.5555555555555554,0.04194286658806514
SSH,0.04938271604938271,1.5802469135802468,0.041590625422061656
SSH,0.04938271604938271,1.6049382716049383,0.04124238218020776
SSH,0.04938271604938271,1.6296296296296295,0.040911106991241994
SSH,0.04938271604938271,1.6543209876543208,0.04060752369878465
SSH,0.04938271604938271,1.6790123456790123,0.04033947069049003
SSH,0.04938271604938271,1.7037037037037037,0.04011155773297584
SSH,0.04938271604938271,1.728395061728395,0.03992517121750282
SSH,0.04938271604938271,1.7530864197530862,0.03977882949429449
SSH,0.04938271604938271,1.7777777777777777,0.03966883490277646
SSH,0.04938271604938271,1.8024691358024691,0.039590124764991075
SSH,0.04938271604938271,1.8271604938271604,0.03953720100938358
SSH,0.04938271604938271,1.8518518518518516,0.039505019561401004
SSH,0.04938271604938271,1.876543209876543,0.0394897402150226
SSH,0.04938271604938271,1.9012345679012346,0.039489265567968765
SSH,0.04938271604938271,1.9259259259259258,0.03950352526741589
