theta_L,theta_R,gap,joint,deltaA,deltaB,edge_weight,nloc
0.0,4.421500771718968,0.26193768205017154,0.00048228138051551497,1.8389891318447276,1.5340940413662174,0.603512761804342,0.04310545878837127
0.0,4.499070960696494,0.26184304010251996,0.0004675409046808111,1.8389894175483539,1.5343565957156915,0.6035129090160034,0.043013868860091106
0.0,4.576641149674019,0.26175068199794166,0.00044999433339816997,1.8389897107635407,1.5349785953710628,0.603513060098091,0.04285173271486001
0.0,4.654211338651545,0.261660850907823,0.00042969757256858075,1.8389900097268876,1.53594468114085,0.6035132141419957,0.042626750682207025
0.0,4.731781527629071,0.26157376138344,0.00040674378968347415,1.8389903126404168,1.5372310311907427,0.6035133702212907,0.04234950123511927
0.0,4.809351716606597,0.2614896045018602,0.0003812647894565319,1.8389906176823794,1.5388059943845627,0.6035135273973039,0.04203280606063806
0.0,4.886921905584122,0.2614085517508234,0.00035343497115589975,1.8389909230182258,1.5406309247676204,0.6035136847247636,0.041690936104924706
0.0,4.964492094561648,0.2613307579908876,0.0003234798347666935,1.8389912268116269,1.5426611896548694,0.6035138412574825,0.04133869825190964
0.0,5.042062283539174,0.261256363735742,0.0002916929639757693,1.838991527235519,1.5448473191646117,0.6035139960540479,0.040990460470346116
0.0,5.1196324725167,0.26118549692372184,0.0002584697187869229,1.8389918224831068,1.5471362620167444,0.6035141481834854,0.04065919306739038
0.0,5.1972026614942255,0.26111827430599877,0.0002243757940844835,1.8389921107787046,1.5494727109950022,0.603514296730856,0.040355620029582345
0.0,5.274772850471751,0.2610548025432217,0.00019029235921924547,1.83899239038844,1.5518004615402663,0.6035144408027608,0.04008757983655163
0.0,5.352343039449277,0.260995179078392,0.00015773293703888182,1.8389926596306694,1.5540637682902265,0.6035145795327137,0.03985968228583871
0.0,5.429913228426803,0.26093949283641643,0.0001295071484768688,1.8389929168860946,1.5562086667457944,0.6035147120863515,0.039673313735814716
0.0,5.507483417404329,0.26088782478823525,0.00011067903285556103,1.8389931606075067,1.5581842303373492,0.6035148376664563,0.03952699244467538
0.0,5.585053606381854,0.2608402484081834,0.00010772839837597001,1.8389933893290868,1.559943736701718,0.6035149555177461,0.0394170206113114
0.0,5.66262379535938,0.2607968300464369,0.00012269584683307513,1.838993601675226,1.561445720712003,0.6035150649314218,0.03933833538169638
