theta_T,theta_B,gap,joint,deltaA,deltaB,edge_weight_2row,nloc
1.5324842212633139,2.9117200204002964,0.4357487446388946,0.009409978789481526,1.7908584691224585,1.8162542809568787,0.9515580133582358,0.02947158248583176
1.5324842212633139,3.0649684425266277,0.4360743328320754,0.009462984921603359,1.793317766854011,1.8162546709009593,0.9515961127875288,0.029408354703697234
1.5324842212633139,3.218216864652959,0.43695474666447714,0.009585831011620529,1.7933759299818135,1.8162511545345967,0.9515863978258602,0.02948270108529189
1.5324842212633139,3.3714652867792907,0.43838970242505154,0.009769158441815449,1.790896217307595,1.8162438427927599,0.9515292352394427,0.02968643055464833
1.5324842212633139,3.524713708905622,0.4403217765595667,0.010009155582962255,1.7884813320755513,1.816233249210315,0.9514300080617009,0.029998494888731936
1.5324842212633139,3.6779621310319532,0.4426427336760934,0.010283619588783283,1.7861989525161628,1.8162202285405773,0.9512983787594802,0.03038772799567774
1.5324842212633139,3.8312105531582845,0.44520507459200015,0.01056886152916452,1.784111654749737,1.816205874861752,0.951147027254945,0.030816489745410285
1.5324842212633139,3.984458975284616,0.447837800409748,0.010842657695675757,1.782274245589886,1.8161913992240326,0.9509901302502897,0.03124463476430865
1.5324842212633139,4.1377073974109475,0.45036523711843435,0.011086021027959102,1.7807321999545973,1.8161780073442433,0.9508418542903339,0.031633315459864926
1.5324842212633139,4.290955819537279,0.45262791969197586,0.011283933691706037,1.7795211620784241,1.8161667929238494,0.9507150657373207,0.031948270675877
1.5324842212633139,4.44420424166361,0.45450508618365043,0.011425394208014692,1.7786672476445298,1.8161586547829374,0.9506203575743319,0.032162410395512195
1.5324842212633139,4.597452663789942,0.4559382730534472,0.01150313480783518,1.7781877734652942,1.8161542391918564,0.9505653984841607,0.03225764643763912
1.5324842212633139,4.750701085916273,0.45602107588510726,0.011513278183084041,1.7780920397218676,1.8161539044475534,0.9505545508243255,0.03222600778808424
1.5324842212633139,4.903949508042604,0.4547936668893982,0.011455103552811608,1.7783818669055411,1.8161577033888454,0.9505886879041936,0.03207010509838313
1.5324842212633139,5.057197930168936,0.45313501713046667,0.011331007930285207,1.7790517111374042,1.8161653806586462,0.9506651598855578,0.031802982864741196
1.5324842212633139,5.210446352295267,0.45105688537590355,0.011146679442759638,1.780088322037278,1.816176384080398,0.9507778972350467,0.03144734656186028
1.5324842212633139,5.363694774421599,0.44864860500195675,0.010911433277469722,1.781470051021433,1.8161898923423543,0.9509176844539966,0.031034108607951104
1.5324842212633139,5.516943196547929,0.4460530408656617,0.010638582816438402,1.7831660514143866,1.8162048630799879,0.9510726680635959,0.030600192523869585
1.5324842212633139,5.670191618674261,0.4434412670944072,0.01034562050829225,1.7851357149308105,1.8162201052910516,0.9512291656396226,0.03018558944779058
1.5324842212633139,5.823440040800593,0.4409899295186809,0.010053876417573788,1.7873287310809234,1.8162343770049711,0.9513728052413611,0.0298297764997367
1.5324842212633139,5.976688462926924,0.43886101860435134,0.009787259900536612,1.789686102127843,1.8162465032309325,0.9514899456260211,0.029567761633721754
1.5324842212633139,6.129936885053255,0.437184404351931,0.009569782706612906,1.792142276872629,1.816255501684818,0.9515692238762138,0.02942618044615778
1.6857326433896453,0.0,0.4368273164800924,0.009604842398190002,1.7946368124843879,1.816563826538572,0.9516026076819573,0.029327669334799834
1.6857326433896453,0.15324842212633139,0.43620401869640535,0.009506775755320261,1.7921721300973554,1.816565852444168,0.9515882969525001,0.029455888135943548
1.6857326433896453,0.30649684425266277,0.4361093917508782,0.00948805369551111,1.7897364862197975,1.8165642318977928,0.9515280578092236,0.029707709604045
1.6857326433896453,0.45974526637899416,0.4364592489023516,0.009541465821944546,1.7873978914053779,1.8165594108804963,0.9514288773299199,0.030057889571976602
1.6857326433896453,0.6129936885053255,0.4371241409393154,0.009651023397529587,1.785221243958436,1.8165521574380799,0.9513015776647815,0.030471626263219996
1.6857326433896453,0.7662421106316569,0.4379482853313714,0.009795330903385701,1.7832652283082027,1.8165434588966125,0.9511594206888951,0.03090865244725828
1.6857326433896453,0.9194905327579883,0.4387776664755379,0.009951362032669877,1.7815801552917314,1.8165344028749493,0.9510165603607282,0.031327604163778194
1.6857326433896453,1.0727389548843198,0.4394907407165017,0.010097572060906144,1.7802068654176413,1.816526061121563,0.9508865949141465,0.03169002145706516
1.6857326433896453,1.225987377010651,0.4400160536370193,0.010215897371708646,1.7791765606514354,1.816519389705842,0.9507813840317665,0.03196359342996467
1.6857326433896453,1.3792357991369824,0.4403261708217981,0.010292735711835678,1.7785112588319683,1.8165151520160967,0.9507101927935592,0.03212451915977249
1.6857326433896453,1.5324842212633139,0.4404170865954759,0.010315401505254588,1.7782245024729257,1.8161964984883592,0.9506791424628382,0.03215902930754312
1.6857326433896453,1.6857326433896453,0.440290203616757,0.010291439485434274,1.77832198669766,1.8165157663442866,0.9506909070729058,0.03206418009776429
1.6857326433896453,1.8389810655159766,0.43994485020219215,0.010210039869735357,1.7788018682297673,1.8165207977593258,0.950744594688582,0.03184801245518566
1.6857326433896453,1.992229487642308,0.4393817758953662,0.010080730467569562,1.7796546485498088,1.8165286052335843,0.9508357817785382,0.031529100601316126
1.6857326433896453,2.1454779097686396,0.4386170067667346,0.00991426989522985,1.7808626678808048,1.8165385546974524,0.9509567119965329,0.031135435127852683
1.6857326433896453,2.298726331894971,0.4377019144029182,0.00972658019268042,1.7823993865987346,1.81654976800464,0.9510967091744884,0.030702533847472555
1.6857326433896453,2.451974754021302,0.436736533049789,0.009538360436970275,1.7842287487740132,1.8165611829853705,0.9512428711139589,0.03027068688915477
1.6857326433896453,2.6052231761476334,0.43586259105455555,0.009373787430019716,1.7863049922611345,1.8165716401767065,0.9513810911192205,0.029881351227322966
1.6857326433896453,2.7584715982739647,0.43523817431925116,0.009257922692293528,1.7885732581105631,1.8165799939467593,0.9514973914601672,0.02957292150599313
1.6857326433896453,2.9117200204002964,0.4350081870008029,0.009212847509971478,1.7909712334003098,1.8165852384977728,0.9515794560064066,0.02937637550611423
1.6857326433896453,3.0649684425266277,0.4352811233172165,0.009253292930972008,1.7934318393478432,1.8165866317374033,0.9516181473958936,0.029311512032115922
1.6857326433896453,3.218216864652959,0.4361145975059956,0.00937093594171526,1.793491807679794,1.816583795467221,0.9516087313857124,0.029384519725184556
1.6857326433896453,3.3714652867792907,0.4375086990945518,0.009556838224591404,1.7910120221275343,1.8165767716615453,0.951551547373929,0.029587362134377224
1.6857326433896453,3.524713708905622,0.43940611123366013,0.009806361275983444,1.788596462761174,1.8165660226033165,0.951451970313981,0.029899029245108316
1.6857326433896453,3.6779621310319532,0.44169824814949155,0.010096162198935762,1.7863128424419847,1.8165523750337975,0.9513196738055592,0.03028829818107295
