s,gap,joint,deltaA,deltaB,frame_overlap,edge_weight_2row
0.39166666666666666,0.43647188302688505,0.008682089622777516,1.7904394439159748,1.8330222059286247,0.9999475210488044,0.9518008031120984
0.4,0.43520058648790694,0.008400401127079885,1.7918285348739433,1.8344713697288404,0.9999473816995619,0.9519086366367908
0.4083333333333333,0.43398711104897975,0.008118688417256107,1.793270499025179,1.8358771292384912,0.9999472753791495,0.952013355568545
0.4166666666666667,0.43284168264063105,0.007840278944819772,1.7947607801067238,1.8372235081338546,0.9999472076968752,0.9521137572295131
0.425,0.43177395898867443,0.007568889799536404,1.7962945974349056,1.838495045692599,0.99994718409621,0.9522086730740421
0.43333333333333335,0.43079294357825837,0.0073086501228820525,1.7978669671373446,1.839676996743702,0.9999472097421139,0.9522969844369624
0.44166666666666665,0.4299069072944335,0.007064102204004679,1.7994727270883777,1.8407555289999469,0.9999472894046277,0.9523776382529565
0.45,0.42912331777758667,0.006840166403480535,1.801106565294127,1.8417179140353817,0.999947427342286,0.9524496624223189
0.4583333333333333,0.4284487765660858,0.006642051929418596,1.802763051347497,1.842552708013604,0.9999476271893226,0.9525121804791549
0.4666666666666667,0.42788896413807287,0.0064750956747638665,1.8044366704544768,1.84324991824446,0.999947891850808,0.9525644252108769
0.475,0.4274485929981621,0.00634451810670623,1.8061218594279143,1.8438011517594997,0.9999482234098549,0.9526057508843195
0.48333333333333334,0.42713136897539367,0.006255101393327172,1.8078130439587092,1.8441997423566665,0.9999486230507353,0.9526356437545391
0.49166666666666664,0.42693996090216996,0.006210820029954726,1.8095046764127498,1.84444085296993,0.9999490910013267,0.9526537305674543
0.5,0.4268759788294334,0.006214481247606631,1.8111912733681423,1.8445215507591342,0.9999490910013277,0.9526597848157725
0.5083333333333333,0.4269399609021715,0.006210820029954614,1.8095046764127503,1.8444408529699312,0.9999486230507353,0.9526537305674537
0.5166666666666666,0.4271313689753939,0.00625510139332711,1.807813043958709,1.8441997423566674,0.9999482234098553,0.9526356437545394
0.525,0.42744859299816257,0.006344518106706276,1.8061218594279143,1.8438011517595019,0.999947891850809,0.9526057508843198
0.5333333333333333,0.42788896413807154,0.006475095674763767,1.8044366704544779,1.843249918244461,0.9999476271893217,0.9525644252108776
0.5416666666666666,0.428448776566086,0.006642051929418707,1.8027630513474944,1.8425527080136006,0.9999474273422854,0.9525121804791541
0.55,0.42912331777758633,0.006840166403480615,1.8011065652941265,1.8417179140353817,0.9999472894046275,0.9524496624223185
0.5583333333333333,0.4299069072944329,0.00706410220400457,1.7994727270883772,1.8407555289999462,0.9999472097421139,0.9523776382529563
0.5666666666666667,0.43079294357825815,0.0073086501228820985,1.7978669671373455,1.839676996743702,0.9999471840962099,0.9522969844369631
