model,eta_numeric,D_loc,ep_mean,ep_stderr,gap_min,joint_max,overlap_min,eta_axis2
BHZ,1.4666666666666668,0.002321419142360155,1.2011895590053646e-06,5.5783161309110624e-08,0.4268759788294326,0.010976726849655304,0.9988575867247657,False
BHZ,1.5333333333333332,0.17903997676863992,0.006953960428460814,0.0002996664362080649,0.4268759788294326,0.01129156206258586,0.9955062688967315,False
BHZ,1.6,0.1798805465559796,0.007015086362332695,0.00030244204859403476,0.4268759788294326,0.011465876498118855,0.9966929951289717,False
BHZ,1.6666666666666665,0.1803502671597084,0.007048968098058278,0.0003040012811120078,0.4268759788294326,0.011519317806667581,0.9976822239266271,False
BHZ,1.7333333333333334,0.1805066661280307,0.007059786980859753,0.0003045211713265598,0.4268759788294326,0.011472989141488428,0.9985090224260192,False
BHZ,1.7999999999999998,0.18040784033954155,0.007051816554994842,0.00030418284173382393,0.4268759788294326,0.011348146962797009,0.9984708001833754,False
BHZ,1.8666666666666667,0.1801073095846445,0.007029030690120694,0.0003031500253764342,0.4268759788294326,0.011165757361889251,0.9983569073906671,False
BHZ,1.9333333333333331,0.17965634437820008,0.0069952648635310845,0.0003015816275710712,0.4268759788294326,0.010946470804514842,0.9982383112693355,False
BHZ,2.0,0.17910949789377792,0.0069545994878137014,0.0002996597699726726,0.4268759788294326,0.01071050110903517,0.9981158402532186,False
BHZ,,0.18393167628644216,0.007329187371868207,0.0003147746432861486,0.4268759788294326,0.009837650319742455,0.999881217898876,True
